1a4p	A	[ 7-41; 47-82 ] 
1afw	B	[ 26-278; 294-407 ] 
1ala	A	[ 16-82; 83-154; 167-238 ] 
1at0	A	[ 258-322; 324-391 ] 
1b24	A	[ 9-49; 54-89; 105-136 ] 
1ba3	A	[ 10-170; 172-353 ] 
1bj5	A	[ 10-171; 202-363 ] 
1bp1	A	[ 1-229; 250-456 ] 
1bwz	A	[ 1-147; 148-274 ] 
1c3m	A	[ 8-54; 56-104 ] 
1c8u	A	[ 6-96; 155-267 ] 
1cdw	A	[ 155-237; 245-328 ] 
1ce8	A	[ 7-403; 559-936 ] 
1ddz	A	[ 84-310; 338-564 ] 
1dfc	A	[ 1034-1132; 1169-1255; 1284-1378 ] 
1dkr	B	[ 6-164; 165-306 ] 
1dlp	A	[ 26-42; 43-72; 74-104; 150-166; 167-197 ] 
1doz	A	[ 43-163; 187-306 ] 
1e0c	A	[ 11-52; 71-119; 149-198 ] 
1e3p	A	[ 14-248; 337-570 ] 
1eb7	A	[ 28-167; 182-303 ] 
1efd	N	[ 32-143; 171-293 ] 
1erz	A	[ 2-160; 162-272 ] 
1f0i	A	[ 46-228; 266-501 ] 
1f53	A	[ 11-47; 49-84 ] 
1fga	A	[ 20-57; 62-98 ] 
1ftr	A	[ 15-61; 67-114; 160-206 ] 
1fx8	A	[ 6-111; 144-259 ] 
1g1b	A	[ 23-104; 105-163 ] 
1g61	A	[ 2003-2042; 2043-2086; 2092-2133; 2134-2177 ] 
1h5y	B	[ 4-43; 44-73; 75-96; 97-120; 121-164; 165-194; 196-217 ] 
1h6g	A	[ 411-418; 419-426; 427-434 ] 
1h9m	A	[ 2-69; 74-141 ] 
1hr6	A	[ 27-214; 238-455 ] 
1hsl	A	[ 2-105; 108-212 ] 
1hxp	A	[ 49-174; 193-304 ] 
1i1q	A	[ 6-89; 98-221; 263-375 ] 
1i50	H	[ 3-61; 92-146 ] 
1i7o	A	[ 1-210; 221-429 ] 
1i8d	A	[ 6-44; 45-84; 103-142 ] 
1iic	A	[ 58-223; 246-426 ] 
1in0	B	[ 2-91; 92-163 ] 
1iwg	A	[ 7-494; 536-1027 ] 
1jfl	A	[ 2-115; 116-225 ] 
1jh7	A	[ 9-84; 85-163 ] 
1jly	A	[ 3-50; 53-102; 106-154; 161-205; 206-251 ] 
1jr2	A	[ 1-129; 137-254 ] 
1jsg	A	[ 12-54; 70-111 ] 
1k6k	A	[ 1-62; 79-142 ] 
1knc	A	[ 8-88; 95-171 ] 
1kpl	B	[ 27-238; 246-447 ] 
1kzq	A	[ 6-130; 136-255 ] 
1lar	A	[ 1307-1585; 1590-1876 ] 
1li1	A	[ 5-113; 115-227 ] 
1moq	A	[ 250-429; 431-595 ] 
1msv	A	[ 8-63; 74-159; 173-230 ] 
1n0f	G	[ 27-84; 98-156 ] 
1n2m	A	[ 10-97; 98-163 ] 
1n81	A	[ 32-112; 119-195 ] 
1pg6	A	[ 15-90; 93-155 ] 
1pgj	A	[ 176-296; 316-442 ] 
1ppr	M	[ 1-76; 79-149; 164-239 ] 
1pv5	A	[ 21-114; 140-261 ] 
1pv6	A	[ 8-95; 96-188; 221-310 ] 
1qjs	A	[ 26-62; 69-108; 115-158; 159-200; 229-269; 275-317; 329-370 ] 
1qm4	A	[ 17-70; 133-205 ] 
1qmh	A	[ 5-74; 87-155 ] 
1qs1	A	[ 60-261; 262-458 ] 
1rhz	A	[ 19-199; 205-428 ] 
1rwt	J	[ 36-114; 151-223 ] 
1s3n	A	[ 1-89; 91-156 ] 
1skz	A	[ 7-54; 62-109 ] 
1squ	A	[ 1-61; 85-152 ] 
1sum	B	[ 8-109; 112-209 ] 
1t0t	Y	[ 9-112; 137-240 ] 
1toc	R	[ 1A-52; 60-115 ] 
1uta	A	[ 246-280; 282-317 ] 
1vkw	A	[ 22-104; 129-205 ] 
1vmo	A	[ 6-59; 60-112 ] 
1wba	A	[ 11-62; 70-123 ] 
1ycq	A	[ 21-65; 68-108 ] 
2bmi	A	[ 9-120; 124-210 ] 
2dri	A	[ 1-121; 123-253 ] 
2gep	A	[ 81-317; 357-558 ] 
3ezm	A	[ 1-49; 50-100 ] 
4csm	A	[ 9-126; 135-246 ] 
8gep	A	[ 81-317; 357-558 ] 
